initial_conflicts_uncertain,initial_conflicts_without_uncertainty,initial_conflict_points_uncertain,initial_conflict_pairs_uncertain,initial_conflict_edges_uncertain,initial_conflict_points_no_uncertain,initial_conflict_pairs_no_uncertain,initial_conflict_edges_no_uncertain,final_conflicts_two_stage,final_conflicts_one_stage,final_conflict_points_two_stage,final_conflict_pairs_two_stage,final_conflict_edges_two_stage,final_conflict_points_one_stage,final_conflict_pairs_one_stage,final_conflict_edges_one_stage,changed_flight_count_two_stage,changed_flight_count_one_stage,delayed_flight_count,runtime_seconds,total_runtime,final_fitness,risk_increase_ratio,detect_conflicts_time,stage1_fata_time,stage2_independent_matching_time,greedy_repair_time,local_reroute_time,number_of_detect_conflicts_calls,number_of_astar_calls,accepted_actions,rejected_actions,rollback_count,stage2_delay_matches,stage2_speed_matches,stage2_reroute_matches
215,128,215,132,132,128,84,84,3,160,3,3,3,160,92,92,53,10,21,85.10799129999941,85.10799129999941,3031068.066989389,0.001040462437774764,49.70159779984533,70.16280569999799,1.0616639999971085,6.3948563000012655,4.055234200000996,5931,75,203,565,565,1,3,18
