initial_conflicts_uncertain,initial_conflicts_without_uncertainty,initial_conflict_points_uncertain,initial_conflict_pairs_uncertain,initial_conflict_edges_uncertain,initial_conflict_points_no_uncertain,initial_conflict_pairs_no_uncertain,initial_conflict_edges_no_uncertain,final_conflicts_two_stage,final_conflicts_one_stage,final_conflict_points_two_stage,final_conflict_pairs_two_stage,final_conflict_edges_two_stage,final_conflict_points_one_stage,final_conflict_pairs_one_stage,final_conflict_edges_one_stage,changed_flight_count_two_stage,changed_flight_count_one_stage,delayed_flight_count,runtime_seconds,total_runtime,final_fitness,risk_increase_ratio,detect_conflicts_time,stage1_fata_time,stage2_independent_matching_time,greedy_repair_time,local_reroute_time,number_of_detect_conflicts_calls,number_of_astar_calls,accepted_actions,rejected_actions,rollback_count,stage2_delay_matches,stage2_speed_matches,stage2_reroute_matches
215,128,215,132,132,128,84,84,3,160,3,3,3,160,92,92,53,10,21,86.42656379999971,86.42656379999971,3031068.066989389,0.001040462437774764,50.95225659983771,71.6652131999981,1.0410480999998981,6.27333599999838,4.009628099996917,5931,75,203,565,565,1,3,18
