initial_conflicts_uncertain,initial_conflicts_without_uncertainty,initial_conflict_points_uncertain,initial_conflict_pairs_uncertain,initial_conflict_edges_uncertain,initial_conflict_points_no_uncertain,initial_conflict_pairs_no_uncertain,initial_conflict_edges_no_uncertain,final_conflicts_two_stage,final_conflicts_one_stage,final_conflict_points_two_stage,final_conflict_pairs_two_stage,final_conflict_edges_two_stage,final_conflict_points_one_stage,final_conflict_pairs_one_stage,final_conflict_edges_one_stage,changed_flight_count_two_stage,changed_flight_count_one_stage,delayed_flight_count,runtime_seconds,total_runtime,final_fitness,risk_increase_ratio,detect_conflicts_time,stage1_fata_time,stage2_independent_matching_time,greedy_repair_time,local_reroute_time,number_of_detect_conflicts_calls,number_of_astar_calls,accepted_actions,rejected_actions,rollback_count,stage2_delay_matches,stage2_speed_matches,stage2_reroute_matches
215,128,215,132,132,128,84,84,0,155,0,0,0,155,98,98,53,10,18,83.19334760000129,83.19334760000129,991.8245482784671,0.0008254054487425004,51.612787599769945,70.9209523999998,1.117729599998711,7.300578200000018,0.40009980000104406,5996,54,231,602,602,4,6,13
